"FullName","Account","AccessRights"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\LDPowerShell.pvk","AUTORITE NT\Utilisateurs authentifiés","Write, ReadAndExecute, Synchronize"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\LDPowerShell.pvk","AUTORITE NT\Utilisateurs authentifiés","Modify, Synchronize"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\LDPowerShell.pvk","BUILTIN\Administrateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\LDPowerShell.pvk","BUILTIN\Administrateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\LDPowerShell.pvk","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\LDPowerShell.pvk","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels","AUTORITE NT\Système","FullControl, GenericAll"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels","AUTORITE NT\Système","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels","AUTORITE NT\Système","FullControl, GenericAll"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels","AUTORITE NT\Système","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels","AUTORITE NT\Système","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels","AUTORITE NT\Système","FullControl, GenericAll"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels","AUTORITE NT\Utilisateurs authentifiés","Modify, Synchronize, GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels","AUTORITE NT\Utilisateurs authentifiés","Modify, Synchronize"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels","AUTORITE NT\Utilisateurs authentifiés","GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels","AUTORITE NT\Utilisateurs authentifiés","GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels","AUTORITE NT\Utilisateurs authentifiés","Modify, Synchronize"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels","AUTORITE NT\Utilisateurs authentifiés","Synchronize, GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels","AUTORITE NT\Utilisateurs authentifiés","Write, ReadAndExecute, Synchronize"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels","AUTORITE NT\Utilisateurs authentifiés","Write, ReadAndExecute, Synchronize"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels","BUILTIN\Administrateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels","BUILTIN\Administrateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels","BUILTIN\Administrateurs","FullControl, GenericAll"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels","BUILTIN\Administrateurs","FullControl, GenericAll"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels","BUILTIN\Administrateurs","FullControl, GenericAll"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels","BUILTIN\Administrateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels","BUILTIN\Administrateurs","Synchronize, GenericAll"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels","BUILTIN\Administrateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels","BUILTIN\Administrateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels","BUILTIN\Utilisateurs","ReadAndExecute, Synchronize, GenericAll, GenericExecute"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels","BUILTIN\Utilisateurs","Write, Read, Synchronize, GenericAll, GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels","BUILTIN\Utilisateurs","Modify, Synchronize"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels","BUILTIN\Utilisateurs","ReadAndExecute, Synchronize, GenericAll"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels","BUILTIN\Utilisateurs","Modify, Synchronize, GenericAll, GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels","BUILTIN\Utilisateurs","Synchronize, GenericAll, GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels","BUILTIN\Utilisateurs","FullControl, GenericAll, GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels","BUILTIN\Utilisateurs","FullControl, GenericAll, GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels","BUILTIN\Utilisateurs","ExecuteFile, ReadAttributes, ReadPermissions, Synchronize"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels","BUILTIN\Utilisateurs","ExecuteFile, ReadAttributes, ReadPermissions, Synchronize, GenericExecute"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels","BUILTIN\Utilisateurs","Modify, Synchronize, GenericAll, GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels\high-sec.ps1","AUTORITE NT\Système","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels\high-sec.ps1","AUTORITE NT\Système","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels\high-sec.ps1","AUTORITE NT\Utilisateurs authentifiés","Modify, Synchronize"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels\high-sec.ps1","AUTORITE NT\Utilisateurs authentifiés","Write, ReadAndExecute, Synchronize"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels\high-sec.ps1","AUTORITE NT\Utilisateurs authentifiés","Modify, Synchronize"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels\high-sec.ps1","BUILTIN\Administrateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels\high-sec.ps1","BUILTIN\Administrateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels\high-sec.ps1","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels\high-sec.ps1","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels\low-sec.ps1","AUTORITE NT\Système","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels\low-sec.ps1","AUTORITE NT\Système","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels\low-sec.ps1","AUTORITE NT\Utilisateurs authentifiés","Modify, Synchronize"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels\low-sec.ps1","AUTORITE NT\Utilisateurs authentifiés","Write, ReadAndExecute, Synchronize"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels\low-sec.ps1","AUTORITE NT\Utilisateurs authentifiés","Modify, Synchronize"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels\low-sec.ps1","BUILTIN\Administrateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels\low-sec.ps1","BUILTIN\Administrateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels\low-sec.ps1","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels\low-sec.ps1","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels\medium-sec.ps1","AUTORITE NT\Système","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels\medium-sec.ps1","AUTORITE NT\Système","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels\medium-sec.ps1","AUTORITE NT\Utilisateurs authentifiés","Modify, Synchronize"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels\medium-sec.ps1","AUTORITE NT\Utilisateurs authentifiés","Write, ReadAndExecute, Synchronize"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels\medium-sec.ps1","AUTORITE NT\Utilisateurs authentifiés","Modify, Synchronize"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels\medium-sec.ps1","BUILTIN\Administrateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels\medium-sec.ps1","BUILTIN\Administrateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels\medium-sec.ps1","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\levels\medium-sec.ps1","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\log","AUTORITE NT\Système","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\log","AUTORITE NT\Système","FullControl, GenericAll"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\log","AUTORITE NT\Système","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\log","AUTORITE NT\Système","FullControl, GenericAll"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\log","AUTORITE NT\Utilisateurs authentifiés","GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\log","AUTORITE NT\Utilisateurs authentifiés","Modify, Synchronize"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\log","AUTORITE NT\Utilisateurs authentifiés","Write, ReadAndExecute, Synchronize"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\log","AUTORITE NT\Utilisateurs authentifiés","Write, ReadAndExecute, Synchronize, GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\log","AUTORITE NT\Utilisateurs authentifiés","Modify, Synchronize, GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\log","AUTORITE NT\Utilisateurs authentifiés","Write, ReadAndExecute, Synchronize"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\log","AUTORITE NT\Utilisateurs authentifiés","Modify, Synchronize"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\log","BUILTIN\Administrateurs","FullControl, GenericAll"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\log","BUILTIN\Administrateurs","FullControl, GenericAll"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\log","BUILTIN\Administrateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\log","BUILTIN\Administrateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\log","BUILTIN\Administrateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\log","BUILTIN\Utilisateurs","FullControl, GenericAll, GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\log","BUILTIN\Utilisateurs","FullControl, GenericAll"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\log","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\log","BUILTIN\Utilisateurs","Modify, Synchronize, GenericAll, GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\log","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\log","BUILTIN\Utilisateurs","FullControl, GenericAll, GenericExecute"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\log","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\log","BUILTIN\Utilisateurs","FullControl, GenericAll, GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\log","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\log","BUILTIN\Utilisateurs","FullControl, GenericAll, GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\log","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\log","BUILTIN\Utilisateurs","ReadAndExecute, Synchronize, GenericAll, GenericExecute"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\log","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\log","BUILTIN\Utilisateurs","Write, ReadAndExecute, Synchronize, GenericAll"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\log","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\log","BUILTIN\Utilisateurs","ReadAndExecute, Synchronize, GenericAll, GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\log","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\log","BUILTIN\Utilisateurs","Read, Synchronize, GenericAll, GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\log","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\log","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\log\log.txt","AUTORITE NT\Système","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\log\log.txt","AUTORITE NT\Système","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\log\log.txt","AUTORITE NT\Utilisateurs authentifiés","Modify, Synchronize"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\log\log.txt","AUTORITE NT\Utilisateurs authentifiés","Modify, Synchronize"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\log\log.txt","BUILTIN\Administrateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\log\log.txt","BUILTIN\Administrateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\log\log.txt","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\log\log.txt","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\NTFS.ps1","AUTORITE NT\Système","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\NTFS.ps1","AUTORITE NT\Système","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\NTFS.ps1","AUTORITE NT\Utilisateurs authentifiés","Modify, Synchronize"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\NTFS.ps1","AUTORITE NT\Utilisateurs authentifiés","Modify, Synchronize"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\NTFS.ps1","AUTORITE NT\Utilisateurs authentifiés","Write, ReadAndExecute, Synchronize"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\NTFS.ps1","BUILTIN\Administrateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\NTFS.ps1","BUILTIN\Administrateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\NTFS.ps1","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\NTFS.ps1","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\Projet économie du numérique.pptx","AUTORITE NT\Système","FullControl"
"D:\Antoine HENRY\Bureau\Projet économie du numérique.pptx","AUTORITE NT\Utilisateurs authentifiés","Write, ReadAndExecute, Synchronize"
"D:\Antoine HENRY\Bureau\Projet économie du numérique.pptx","AUTORITE NT\Utilisateurs authentifiés","Modify, Synchronize"
"D:\Antoine HENRY\Bureau\Projet économie du numérique.pptx","BUILTIN\Administrateurs","FullControl"
"D:\Antoine HENRY\Bureau\Projet économie du numérique.pptx","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\Réflexions projet TRE.txt","AUTORITE NT\Système","FullControl"
"D:\Antoine HENRY\Bureau\Réflexions projet TRE.txt","AUTORITE NT\Utilisateurs authentifiés","Modify, Synchronize"
"D:\Antoine HENRY\Bureau\Réflexions projet TRE.txt","AUTORITE NT\Utilisateurs authentifiés","Write, ReadAndExecute, Synchronize"
"D:\Antoine HENRY\Bureau\Réflexions projet TRE.txt","BUILTIN\Administrateurs","FullControl"
"D:\Antoine HENRY\Bureau\Réflexions projet TRE.txt","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\Shared Preferences.pdf","AUTORITE NT\Système","FullControl"
"D:\Antoine HENRY\Bureau\Shared Preferences.pdf","AUTORITE NT\Utilisateurs authentifiés","Write, ReadAndExecute, Synchronize"
"D:\Antoine HENRY\Bureau\Shared Preferences.pdf","AUTORITE NT\Utilisateurs authentifiés","Modify, Synchronize"
"D:\Antoine HENRY\Bureau\Shared Preferences.pdf","BUILTIN\Administrateurs","FullControl"
"D:\Antoine HENRY\Bureau\Shared Preferences.pdf","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\SharedPreferences.pdf","AUTORITE NT\Système","FullControl"
"D:\Antoine HENRY\Bureau\SharedPreferences.pdf","AUTORITE NT\Utilisateurs authentifiés","Modify, Synchronize"
"D:\Antoine HENRY\Bureau\SharedPreferences.pdf","AUTORITE NT\Utilisateurs authentifiés","Write, ReadAndExecute, Synchronize"
"D:\Antoine HENRY\Bureau\SharedPreferences.pdf","BUILTIN\Administrateurs","FullControl"
"D:\Antoine HENRY\Bureau\SharedPreferences.pdf","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\TPRamCollections_Julien-BAPTISTE-2i2","AUTORITE NT\Système","FullControl"
"D:\Antoine HENRY\Bureau\TPRamCollections_Julien-BAPTISTE-2i2","AUTORITE NT\Système","FullControl, GenericAll"
"D:\Antoine HENRY\Bureau\TPRamCollections_Julien-BAPTISTE-2i2","AUTORITE NT\Utilisateurs authentifiés","Modify, Synchronize, GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\TPRamCollections_Julien-BAPTISTE-2i2","AUTORITE NT\Utilisateurs authentifiés","Write, ReadAndExecute, Synchronize"
"D:\Antoine HENRY\Bureau\TPRamCollections_Julien-BAPTISTE-2i2","AUTORITE NT\Utilisateurs authentifiés","GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\TPRamCollections_Julien-BAPTISTE-2i2","AUTORITE NT\Utilisateurs authentifiés","Modify, Synchronize"
"D:\Antoine HENRY\Bureau\TPRamCollections_Julien-BAPTISTE-2i2","BUILTIN\Administrateurs","FullControl, GenericAll"
"D:\Antoine HENRY\Bureau\TPRamCollections_Julien-BAPTISTE-2i2","BUILTIN\Administrateurs","FullControl"
"D:\Antoine HENRY\Bureau\TPRamCollections_Julien-BAPTISTE-2i2","BUILTIN\Utilisateurs","FullControl, GenericAll, GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\TPRamCollections_Julien-BAPTISTE-2i2","BUILTIN\Utilisateurs","GenericAll, GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\TPRamCollections_Julien-BAPTISTE-2i2","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\TPRamCollections_Julien-BAPTISTE-2i2\HENRY_Antoine_2A_TP_RAM","AUTORITE NT\Système","FullControl"
"D:\Antoine HENRY\Bureau\TPRamCollections_Julien-BAPTISTE-2i2\HENRY_Antoine_2A_TP_RAM","AUTORITE NT\Système","FullControl, GenericAll"
"D:\Antoine HENRY\Bureau\TPRamCollections_Julien-BAPTISTE-2i2\HENRY_Antoine_2A_TP_RAM","AUTORITE NT\Utilisateurs authentifiés","GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\TPRamCollections_Julien-BAPTISTE-2i2\HENRY_Antoine_2A_TP_RAM","AUTORITE NT\Utilisateurs authentifiés","Write, ReadAndExecute, Synchronize"
"D:\Antoine HENRY\Bureau\TPRamCollections_Julien-BAPTISTE-2i2\HENRY_Antoine_2A_TP_RAM","AUTORITE NT\Utilisateurs authentifiés","Modify, Synchronize"
"D:\Antoine HENRY\Bureau\TPRamCollections_Julien-BAPTISTE-2i2\HENRY_Antoine_2A_TP_RAM","AUTORITE NT\Utilisateurs authentifiés","Modify, Synchronize, GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\TPRamCollections_Julien-BAPTISTE-2i2\HENRY_Antoine_2A_TP_RAM","BUILTIN\Administrateurs","FullControl, GenericAll"
"D:\Antoine HENRY\Bureau\TPRamCollections_Julien-BAPTISTE-2i2\HENRY_Antoine_2A_TP_RAM","BUILTIN\Administrateurs","FullControl"
"D:\Antoine HENRY\Bureau\TPRamCollections_Julien-BAPTISTE-2i2\HENRY_Antoine_2A_TP_RAM","BUILTIN\Utilisateurs","FullControl, GenericAll, GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\TPRamCollections_Julien-BAPTISTE-2i2\HENRY_Antoine_2A_TP_RAM","BUILTIN\Utilisateurs","GenericAll, GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\TPRamCollections_Julien-BAPTISTE-2i2\HENRY_Antoine_2A_TP_RAM","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\TPRamCollections_Julien-BAPTISTE-2i2\HENRY_Antoine_2A_TP_RAM.zip","AUTORITE NT\Système","FullControl"
"D:\Antoine HENRY\Bureau\TPRamCollections_Julien-BAPTISTE-2i2\HENRY_Antoine_2A_TP_RAM.zip","AUTORITE NT\Utilisateurs authentifiés","Write, ReadAndExecute, Synchronize"
"D:\Antoine HENRY\Bureau\TPRamCollections_Julien-BAPTISTE-2i2\HENRY_Antoine_2A_TP_RAM.zip","AUTORITE NT\Utilisateurs authentifiés","Modify, Synchronize"
"D:\Antoine HENRY\Bureau\TPRamCollections_Julien-BAPTISTE-2i2\HENRY_Antoine_2A_TP_RAM.zip","BUILTIN\Administrateurs","FullControl"
"D:\Antoine HENRY\Bureau\TPRamCollections_Julien-BAPTISTE-2i2\HENRY_Antoine_2A_TP_RAM.zip","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\TPRamCollections_Julien-BAPTISTE-2i2\HENRY_Antoine_2A_TP_RAM\.classpath","AUTORITE NT\Système","FullControl"
"D:\Antoine HENRY\Bureau\TPRamCollections_Julien-BAPTISTE-2i2\HENRY_Antoine_2A_TP_RAM\.classpath","AUTORITE NT\Utilisateurs authentifiés","Modify, Synchronize"
"D:\Antoine HENRY\Bureau\TPRamCollections_Julien-BAPTISTE-2i2\HENRY_Antoine_2A_TP_RAM\.classpath","AUTORITE NT\Utilisateurs authentifiés","Write, ReadAndExecute, Synchronize"
"D:\Antoine HENRY\Bureau\TPRamCollections_Julien-BAPTISTE-2i2\HENRY_Antoine_2A_TP_RAM\.classpath","BUILTIN\Administrateurs","FullControl"
"D:\Antoine HENRY\Bureau\TPRamCollections_Julien-BAPTISTE-2i2\HENRY_Antoine_2A_TP_RAM\.classpath","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\TPRamCollections_Julien-BAPTISTE-2i2\HENRY_Antoine_2A_TP_RAM\.project","AUTORITE NT\Système","FullControl"
"D:\Antoine HENRY\Bureau\TPRamCollections_Julien-BAPTISTE-2i2\HENRY_Antoine_2A_TP_RAM\.project","AUTORITE NT\Utilisateurs authentifiés","Write, ReadAndExecute, Synchronize"
"D:\Antoine HENRY\Bureau\TPRamCollections_Julien-BAPTISTE-2i2\HENRY_Antoine_2A_TP_RAM\.project","AUTORITE NT\Utilisateurs authentifiés","Modify, Synchronize"
"D:\Antoine HENRY\Bureau\TPRamCollections_Julien-BAPTISTE-2i2\HENRY_Antoine_2A_TP_RAM\.project","BUILTIN\Administrateurs","FullControl"
"D:\Antoine HENRY\Bureau\TPRamCollections_Julien-BAPTISTE-2i2\HENRY_Antoine_2A_TP_RAM\.project","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\TPRamCollections_Julien-BAPTISTE-2i2\HENRY_Antoine_2A_TP_RAM\.settings","AUTORITE NT\Système","FullControl"
"D:\Antoine HENRY\Bureau\TPRamCollections_Julien-BAPTISTE-2i2\HENRY_Antoine_2A_TP_RAM\.settings","AUTORITE NT\Système","FullControl, GenericAll"
"D:\Antoine HENRY\Bureau\TPRamCollections_Julien-BAPTISTE-2i2\HENRY_Antoine_2A_TP_RAM\.settings","AUTORITE NT\Utilisateurs authentifiés","Write, ReadAndExecute, Synchronize"
"D:\Antoine HENRY\Bureau\TPRamCollections_Julien-BAPTISTE-2i2\HENRY_Antoine_2A_TP_RAM\.settings","AUTORITE NT\Utilisateurs authentifiés","Modify, Synchronize, GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\TPRamCollections_Julien-BAPTISTE-2i2\HENRY_Antoine_2A_TP_RAM\.settings","AUTORITE NT\Utilisateurs authentifiés","Modify, Synchronize"
